marvel_id,year,month,date,number-date,publisher,genre,price,title,number,box,norm grade,grade,CGC,community url,community low,community high,qualified,For Sale,Sold Price,Sold Date,artist,nice panels,notes
#N/A,1964,Dec,12/01/1964,1-12/01/1964,Marvel,Reprints,NFS,Marvel Tales,1,4,3,3.5,,,,,,,,,"Kirby, Ditko",,
#N/A,1965,Dec,12/01/1965,2-12/01/1965,Marvel,Reprints,NFS,Marvel Tales,2,4,5,6,,,,,,,,,"Kirby, Ditko",,
#N/A,1966,July,07/01/1966,3-07/01/1966,Marvel,Reprints,NFS,Marvel Tales,3,4,4,4.5,,,,,,,,,,,
#N/A,1966,Nov,11/01/1966,5-11/01/1966,Marvel,Reprints,NFS,Marvel Tales,5,4,5,5,,,,,,,,,,,
#N/A,1968,Sep,09/01/1968,16-09/01/1968,Marvel,Reprints,NFS,Marvel Tales,16,4,5,6,,,,,,,,,"Kirby, Ditko",,
#N/A,1969,Dec,12/01/1969,24-12/01/1969,Marvel,Reprints,NFS,Marvel's Greatest Comics,24,4,3,3,,,,,,,,,,,
#N/A,1971,June,06/01/1971,31-06/01/1971,Marvel,Reprints,NFS,Marvel's Greatest Comics,31,4,6,7,,,,,,,,,,,
9680,1964,July,07/01/1964,106-07/01/1964,Marvel,Super-hero,NFS,Mighty Thor,106,2,2,2,,,,,,,,,Jack Kirby,,
9681,1964,Aug,08/01/1964,107-08/01/1964,Marvel,Super-hero,NFS,Mighty Thor,107,2,6,7,,,,,,,,,Jack Kirby,,
9682,1964,Sep,09/01/1964,108-09/01/1964,Marvel,Super-hero,NFS,Mighty Thor,108,2,4,4,,,,,,,,,Jack Kirby,"14 loki, 4 operating, 2 whoom1",
9683,1964,Oct,10/01/1964,109-10/01/1964,Marvel,Super-hero,NFS,Mighty Thor,109,2,5,5,,,,,,,,,Jack Kirby,5 metal,
9685,1964,Nov,11/01/1964,110-11/01/1964,Marvel,Super-hero,NFS,Mighty Thor,110,2,6,7,,,,,,,,,Jack Kirby,,
9686,1964,Dec,12/01/1964,111-12/01/1964,Marvel,Super-hero,NFS,Mighty Thor,111,2,6,7,,,,,,,,,Jack Kirby,,
9687,1965,Jan,01/01/1965,112-01/01/1965,Marvel,Super-hero,NFS,Mighty Thor,112,2,6,7,,,,,,,,,Jack Kirby,,
9688,1965,Feb,02/01/1965,113-02/01/1965,Marvel,Super-hero,NFS,Mighty Thor,113,2,7,7.5,,,,,,,,,Jack Kirby,,
9689,1965,March,03/01/1965,114-03/01/1965,Marvel,Super-hero,NFS,Mighty Thor,114,2,7,7,4659391012,,,,,,,,Jack Kirby,,
9690,1965,Apr,04/01/1965,115-04/01/1965,Marvel,Super-hero,NFS,Mighty Thor,115,2,9,9,4659391013,,,,,,,,Jack Kirby,,
9691,1965,May,05/01/1965,116-05/01/1965,Marvel,Super-hero,NFS,Mighty Thor,116,2,8,8,4659391014,,,,,,,,Jack Kirby,,
9692,1965,June,06/01/1965,117-06/01/1965,Marvel,Super-hero,NFS,Mighty Thor,117,2,7,7.5,,,,,,,,,Jack Kirby,,
9693,1965,July,07/01/1965,118-07/01/1965,Marvel,Super-hero,NFS,Mighty Thor,118,2,9.2,9.2,4659391015,,,,,,,,Jack Kirby,,
9694,1965,Aug,08/01/1965,119-08/01/1965,Marvel,Super-hero,NFS,Mighty Thor,119,2,7,7.5,,,,,,,,,Jack Kirby,,
9696,1965,Sep,09/01/1965,120-09/01/1965,Marvel,Super-hero,NFS,Mighty Thor,120,2,7,7.5,,,,,,,,,Jack Kirby,,
9698,1965,Nov,11/01/1965,122-11/01/1965,Marvel,Super-hero,NFS,Mighty Thor,122,2,7,7.5,,,,,,,,,Jack Kirby,,
11459,1966,Aug,08/01/1966,131-08/01/1966,Marvel,Super-hero,NFS,Mighty Thor,131,2,5,5,,,,,,,,,Jack Kirby,,
11460,1966,Sep,09/01/1966,132-09/01/1966,Marvel,Super-hero,NFS,Mighty Thor,132,2,7,7.5,,,,,,,,,Jack Kirby,,
11461,1966,Oct,10/01/1966,133-10/01/1966,Marvel,Super-hero,NFS,Mighty Thor,133,2,7,7.5,,,,,,,,,Jack Kirby,,
11462,1966,Nov,11/01/1966,134-11/01/1966,Marvel,Super-hero,NFS,Mighty Thor,134,2,5.5,5.5,4659391016,,,,,https://www.ebay.com/itm/157719306655,,,Jack Kirby,,
11463,1966,Dec,12/01/1966,135-12/01/1966,Marvel,Super-hero,NFS,Mighty Thor,135,2,7,7.5,,,,,,,,,Jack Kirby,,
11464,1967,Jan,01/01/1967,136-01/01/1967,Marvel,Super-hero,NFS,Mighty Thor,136,2,7,7.5,,,,,,,,,Jack Kirby,,
11465,1967,Feb,02/01/1967,137-02/01/1967,Marvel,Super-hero,NFS,Mighty Thor,137,2,7,7.5,,,,,,,,,Jack Kirby,,
11466,1967,March,03/01/1967,138-03/01/1967,Marvel,Super-hero,NFS,Mighty Thor,138,2,7,7.5,,,,,,,,,Jack Kirby,,
11467,1967,Apr,04/01/1967,139-04/01/1967,Marvel,Super-hero,NFS,Mighty Thor,139,2,7,7.5,,,,,,,,,Jack Kirby,,
11468,1967,May,05/01/1967,140-05/01/1967,Marvel,Super-hero,NFS,Mighty Thor,140,2,7,7.5,,,,,,,,,Jack Kirby,,
11469,1967,June,06/01/1967,141-06/01/1967,Marvel,Super-hero,NFS,Mighty Thor,141,2,7,7.5,,,,,,,,,Jack Kirby,,
11470,1967,July,07/01/1967,142-07/01/1967,Marvel,Super-hero,NFS,Mighty Thor,142,2,7,7.5,,,,,,,,,Jack Kirby,,
11472,1967,Sep,09/01/1967,144-09/01/1967,Marvel,Super-hero,NFS,Mighty Thor,144,2,7,7.5,,,,,,,,,Jack Kirby,,
11473,1967,Oct,10/01/1967,145-10/01/1967,Marvel,Super-hero,NFS,Mighty Thor,145,2,7,7.5,,,,,,,,,Jack Kirby,,
11474,1967,Nov,11/01/1967,146-11/01/1967,Marvel,Super-hero,NFS,Mighty Thor,146,2,6,7,,,,,,,,,Jack Kirby,,
11481,1968,June,06/01/1968,153-06/01/1968,Marvel,Super-hero,NFS,Mighty Thor,153,2,7,7.5,,,,,,,,,Jack Kirby,,
11482,1968,July,07/01/1968,154-07/01/1968,Marvel,Super-hero,NFS,Mighty Thor,154,2,7,7.5,,,,,,,,,Jack Kirby,,
11483,1968,Aug,08/01/1968,155-08/01/1968,Marvel,Super-hero,NFS,Mighty Thor,155,2,7,7.5,,,,,,,,,Jack Kirby,,
11484,1968,Sep,09/01/1968,156-09/01/1968,Marvel,Super-hero,NFS,Mighty Thor,156,2,7,7.5,,,,,,,,,Jack Kirby,,
11485,1968,Oct,10/01/1968,157-10/01/1968,Marvel,Super-hero,NFS,Mighty Thor,157,2,7,7.5,,,,,,,,,Jack Kirby,,
11499,1969,Dec,12/01/1969,171-12/01/1969,Marvel,Super-hero,NFS,Mighty Thor,171,2,5,5,,,,,,,,,Jack Kirby,,
#N/A,1971,Dec,12/01/1971,1-12/01/1971,Zap,Alt,NFS,Motor City Comics,1,4,5,5,,,,,,,,,,,
#N/A,1957,Jan,01/01/1957,15-01/01/1957,Atlas,Military,NFS,Navy Action,15,4,0,0.5,,,,,,,,,,,
#N/A,1957,Apr,04/01/1957,16-04/01/1957,Atlas,Military,NFS,Navy Action,16,4,2,2,,,,,,,,,,,
#N/A,1958,Feb,02/01/1958,16-02/01/1958,Manvis,Military,NFS,Navy Combat,16,4,1,1.5,,,,,,,,,,,
#N/A,1958,June,06/01/1958,18-06/01/1958,Manvis,Military,NFS,Navy Combat,18,4,2,2.5,,,,,,,,,,,
#N/A,1968,June,06/01/1968,1-06/01/1968,Marvel,Military,NFS,"Nick Fury, Agent of SHIELD",1,4,1,1,,,,,,,,,Jim Steranko,,
65343,1967,Aug,08/01/1967,1-08/01/1967,Marvel,Humor,NFS,Not Brand Echh,1,4,3,3.5,,,,,,,,,,,
65344,1967,Sep,09/01/1967,2-09/01/1967,Marvel,Humor,NFS,Not Brand Echh,2,4,5,6,,,,,,,,,,,
65345,1967,Oct,10/01/1967,3-10/01/1967,Marvel,Humor,NFS,Not Brand Echh,3,4,3,3.5,,,,,,,,,,,
16905,1967,Nov,11/01/1967,4-11/01/1967,Marvel,Humor,NFS,Not Brand Echh,4,4,5,6,,,,,,,,,,,
65347,1967,Dec,12/01/1967,5-12/01/1967,Marvel,Humor,NFS,Not Brand Echh,5,4,4,4.5,,,,,,,,,,,
65348,1968,Feb,02/01/1968,6-02/01/1968,Marvel,Humor,NFS,Not Brand Echh,6,4,3,3.5,,,,,,,,,,,
65349,1968,Apr,04/01/1968,7-04/01/1968,Marvel,Humor,NFS,Not Brand Echh,7,4,4,4,,,,,,,,,,,
65350,1968,June,06/01/1968,8-06/01/1968,Marvel,Humor,NFS,Not Brand Echh,8,4,4,4.5,,,,,,,,,,,
65351,1968,Aug,08/01/1968,9-08/01/1968,Marvel,Humor,NFS,Not Brand Echh,9,4,2,2.5,,,,,,,,,,,
#N/A,1968,Sep,09/01/1968,16-09/01/1968,Marvel,Super-hero,NFS,Phantom Eagle,16,,3,3,,,,,,,,,,,
#N/A,1957,May,05/01/1957,14-05/01/1957,Atlas,Cowboy,NFS,Rawhide Kid,14,4,0,0.5,,,,,,,,,Dick Ayers,,
16999,1963,Dec,12/01/1963,37-12/01/1963,Marvel,Cowboy,NFS,Rawhide Kid,37,4,0,0.5,,,,,,,,,Dick Ayers,,
17006,1965,Feb,02/01/1965,44-02/01/1965,Marvel,Cowboy,NFS,Rawhide Kid,44,4,5,5,,,,,,,,,Larry Lieber,,
17007,1965,Apr,04/01/1965,45-04/01/1965,Marvel,Cowboy,NFS,Rawhide Kid,45,4,3,3,,,,,,,,,Larry Lieber,,
17008,1965,June,06/01/1965,46-06/01/1965,Marvel,Cowboy,NFS,Rawhide Kid,46,4,5,5,,,,,,,,,Larry Lieber,,
17009,1965,Aug,08/01/1965,47-08/01/1965,Marvel,Cowboy,NFS,Rawhide Kid,47,4,5,6,,,,,,,,,Larry Lieber,,
17010,1965,Oct,10/01/1965,48-10/01/1965,Marvel,Cowboy,NFS,Rawhide Kid,48,4,5,5,,,,,,,,,Larry Lieber,,
17011,1965,Dec,12/01/1965,49-12/01/1965,Marvel,Cowboy,NFS,Rawhide Kid,49,4,5,6,,,,,,,,,Larry Lieber,,
17013,1966,Apr,04/01/1966,51-04/01/1966,Marvel,Cowboy,NFS,Rawhide Kid,51,4,5,6,,,,,,,,,Larry Lieber,,
17014,1966,June,06/01/1966,52-06/01/1966,Marvel,Cowboy,NFS,Rawhide Kid,52,4,6,7,,,,,,,,,Larry Lieber,,
#N/A,1989,Sep,09/01/1989,3-09/01/1989,Revolutionary Comics,Music,NFS,Rock n Roll Comics,3,4,4,4,,,,,,,,,,,
#N/A,1981,Feb,02/01/1981,13-02/01/1981,Marvel,Super-hero,NFS,Savage She-Hulk,13,3,2,2.5,,,,,,,,,,,
#N/A,1947,Dec,12/01/1947,1-12/01/1947,,Instruction,NFS,Secrets Behind The Comics by Stan Lee,1,4,2,2,,,,,,,,,,,
10698,1963,Nov,11/01/1963,4-11/01/1963,Marvel,Military,NFS,Sgt. Fury and his Howling Commandos,4,4,1,1,,,,,,,,,Jack Kirby,,
10709,1964,Jan,01/01/1964,5-01/01/1964,Marvel,Military,NFS,Sgt. Fury and his Howling Commandos,5,4,1,1.5,,,,,,,,,Jack Kirby,,
10645,1964,Sep,09/01/1964,10-09/01/1964,Marvel,Military,NFS,Sgt. Fury and his Howling Commandos,10,4,1,1.5,,,,,,,,,Dick Ayers,,
10656,1964,Oct,10/01/1964,11-10/01/1964,Marvel,Military,NFS,Sgt. Fury and his Howling Commandos,11,4,5,6,,,,,,,,,Dick Ayers,,
10667,1964,Nov,11/01/1964,12-11/01/1964,Marvel,Military,NFS,Sgt. Fury and his Howling Commandos,12,4,5,5,,,,,,,,,Dick Ayers,,
10669,1964,Dec,12/01/1964,13-12/01/1964,Marvel,Military,NFS,Sgt. Fury and his Howling Commandos,13,4,2,2.5,,,,,,,,,Jack Kirby,,
10670,1965,Jan,01/01/1965,14-01/01/1965,Marvel,Military,NFS,Sgt. Fury and his Howling Commandos,14,4,5,6,,,,,,,,,Dick Ayers,,
10671,1965,Feb,02/01/1965,15-02/01/1965,Marvel,Military,NFS,Sgt. Fury and his Howling Commandos,15,4,5,5,,,,,,,,,Dick Ayers,,
10673,1965,Apr,04/01/1965,17-04/01/1965,Marvel,Military,NFS,Sgt. Fury and his Howling Commandos,17,4,3,3.5,,,,,,,,,Dick Ayers,,
10674,1965,May,05/01/1965,18-05/01/1965,Marvel,Military,NFS,Sgt. Fury and his Howling Commandos,18,4,4,4,,,,,,,,,Dick Ayers,,
10675,1965,June,06/01/1965,19-06/01/1965,Marvel,Military,NFS,Sgt. Fury and his Howling Commandos,19,4,7,8,,,,,,,,,Dick Ayers,,
10677,1965,July,07/01/1965,20-07/01/1965,Marvel,Military,NFS,Sgt. Fury and his Howling Commandos,20,4,5,5,,,,,,,,,Dick Ayers,,
10678,1965,Aug,08/01/1965,21-08/01/1965,Marvel,Military,NFS,Sgt. Fury and his Howling Commandos,21,4,3,3,,,,,,,,,Dick Ayers,,
10679,1965,Sep,09/01/1965,22-09/01/1965,Marvel,Military,NFS,Sgt. Fury and his Howling Commandos,22,4,2,2.5,,,,,,,,,Dick Ayers,,
10680,1965,Oct,10/01/1965,23-10/01/1965,Marvel,Military,NFS,Sgt. Fury and his Howling Commandos,23,4,7,8,,,,,,,,,Dick Ayers,,
10681,1965,Nov,11/01/1965,24-11/01/1965,Marvel,Military,NFS,Sgt. Fury and his Howling Commandos,24,4,3,3.5,,,,,,,,,Dick Ayers,,
10682,1965,Dec,12/01/1965,25-12/01/1965,Marvel,Military,NFS,Sgt. Fury and his Howling Commandos,25,4,3,3.5,,,,,,,,,Dick Ayers,,
10683,1966,Jan,01/01/1966,26-01/01/1966,Marvel,Military,NFS,Sgt. Fury and his Howling Commandos,26,4,4,4,,,,,,,,,Dick Ayers,,
10684,1966,Feb,02/01/1966,27-02/01/1966,Marvel,Military,NFS,Sgt. Fury and his Howling Commandos,27,4,2,2,,,,,,,,,Dick Ayers,,
10685,1966,Mar,03/01/1966,28-03/01/1966,Marvel,Military,NFS,Sgt. Fury and his Howling Commandos,28,4,1,1.5,,,,,,,,,Dick Ayers,,
10686,1966,Apr,04/01/1966,29-04/01/1966,Marvel,Military,NFS,Sgt. Fury and his Howling Commandos,29,4,1,1,,,,,,,,,Dick Ayers,,
10688,1966,May,05/01/1966,30-05/01/1966,Marvel,Military,NFS,Sgt. Fury and his Howling Commandos,30,4,2,2,,,,,,,,,Dick Ayers,,
10689,1966,June,06/01/1966,31-06/01/1966,Marvel,Military,NFS,Sgt. Fury and his Howling Commandos,31,4,1,1,,,,,,,,,Dick Ayers,,
10717,1968,Aug,08/01/1968,57-08/01/1968,Marvel,Military,NFS,Sgt. Fury and his Howling Commandos,57,4,0,0.5,,,,,,,,,Severin,,
16096,1968,Aug,08/01/1968,1-08/01/1968,Marvel,Super-hero,NFS,Silver Surfer,1,3,5,5,263997004,,,,,https://www.ebay.com/itm/296723866613,460,2024-10-03,John Buscema,,cgc graded
16097,1968,Oct,10/01/1968,2-10/01/1968,Marvel,Super-hero,NFS,Silver Surfer,2,3,5,5.5,,,,,,,,,John Buscema,,
#N/A,1961,April,04/01/1961,39-04/01/1961,Carlton,Super-hero,NFS,Space Adventures,39,3,0,0.5,,,,,,,,,Steve Ditko,,
11170,1961,Aug,08/01/1961,87-08/01/1961,Marvel,Super-hero,NFS,Strange Tales,87,3,0,0.5,,,,,,,,,Jack Kirby,,
11178,1962,Mar,03/01/1962,94-03/01/1962,Marvel,Super-hero,NFS,Strange Tales,94,3,2,2,,,,,,,,,"Kirby, Ditko","3, 4 ditko, 2 kirby",
11183,1962,Aug,08/01/1962,99-08/01/1962,Marvel,Super-hero,NFS,Strange Tales,99,3,0,0.5,,,,,,,,,"Kirby, Ditko",2 kirby,
11020,1962,Nov,11/01/1962,102-11/01/1962,Marvel,Super-hero,NFS,Strange Tales,102,3,1,1,,,,,,,,,Jack Kirby,,
11022,1963,Jan,01/01/1963,104-01/01/1963,Marvel,Super-hero,NFS,Strange Tales,104,3,0,0.1,,,,,,,,,"Kirby, Ditko",,
11026,1963,May,05/01/1963,108-05/01/1963,Marvel,Super-hero,NFS,Strange Tales,108,3,3,3.5,,,,,,,,,Jack Kirby,,
11030,1963,Aug,08/01/1963,111-08/01/1963,Marvel,Super-hero,NFS,Strange Tales,111,3,2,2,,,,,,,,,,,
11033,1963,Nov,11/01/1963,114-11/01/1963,Marvel,Super-hero,NFS,Strange Tales,114,3,5,5,,,,,,,,,"Kirby, Ditko",,
11038,1964,Apr,04/01/1964,119-04/01/1964,Marvel,Super-hero,NFS,Strange Tales,119,3,0,0.5,,,,,,,,,"Kirby, Ditko",,
11040,1964,May,05/01/1964,120-05/01/1964,Marvel,Super-hero,NFS,Strange Tales,120,3,1,1,,,,,,,,,"Kirby, Ditko",,
11042,1964,July,07/01/1964,122-07/01/1964,Marvel,Super-hero,NFS,Strange Tales,122,3,2,2,,,,,,,,,Steve Ditko,,
11044,1964,Sep,09/01/1964,124-09/01/1964,Marvel,Super-hero,NFS,Strange Tales,124,3,3,3.5,,,,,,,,,Steve Ditko,,
11045,1964,Oct,10/01/1964,125-10/01/1964,Marvel,Super-hero,NFS,Strange Tales,125,3,3,3,,,,,,,,,Steve Ditko,,
11046,1964,Nov,11/01/1964,126-11/01/1964,Marvel,Super-hero,NFS,Strange Tales,126,3,3,3.5,,,,,,,,,Steve Ditko,,
11047,1964,Dec,12/01/1964,127-12/01/1964,Marvel,Super-hero,NFS,Strange Tales,127,3,4,4.5,,,,,,,,,Steve Ditko,,
11048,1965,Jan,01/01/1965,128-01/01/1965,Marvel,Super-hero,NFS,Strange Tales,128,3,5,5.5,,,,,,,,,Steve Ditko,,
11049,1965,Feb,02/01/1965,129-02/01/1965,Marvel,Super-hero,NFS,Strange Tales,129,3,4,4.5,,,,,,,,,Steve Ditko,,
11051,1965,Mar,03/01/1965,130-03/01/1965,Marvel,Super-hero,NFS,Strange Tales,130,3,3,3.5,,,,,,,,,Steve Ditko,,
11052,1965,April,04/01/1965,131-04/01/1965,Marvel,Super-hero,NFS,Strange Tales,131,3,3,3.5,,,,,,,,,Steve Ditko,,
11053,1965,May,05/01/1965,132-05/01/1965,Marvel,Super-hero,NFS,Strange Tales,132,3,3,3,,,,,,,,,Steve Ditko,,
11054,1965,June,06/01/1965,133-06/01/1965,Marvel,Super-hero,NFS,Strange Tales,133,3,5,5.5,,,,,,,,,Steve Ditko,,
11055,1965,July,07/01/1965,134-07/01/1965,Marvel,Super-hero,NFS,Strange Tales,134,3,4,4.5,,,,,,,,,Steve Ditko,,
11057,1965,Sep,09/01/1965,136-09/01/1965,Marvel,Super-hero,NFS,Strange Tales,136,3,5,5.5,,,,,,,,,"Kirby, Ditko",,
11058,1965,Oct,10/01/1965,137-10/01/1965,Marvel,Super-hero,NFS,Strange Tales,137,3,4,4.5,,,,,,,,,"Kirby, Ditko",,
11060,1965,Dec,12/01/1965,139-12/01/1965,Marvel,Super-hero,NFS,Strange Tales,139,3,4,4,,,,,,,,,"Kirby, Ditko",,
11062,1966,Jan,01/01/1966,140-01/01/1966,Marvel,Super-hero,NFS,Strange Tales,140,3,4,4,,,,,,,,,"Kirby, Ditko",,
11063,1966,Feb,02/01/1966,141-02/01/1966,Marvel,Super-hero,NFS,Strange Tales,141,3,5,5,,,,,,,,,"Kirby, Ditko",,
11064,1966,Mar,03/01/1966,142-03/01/1966,Marvel,Super-hero,NFS,Strange Tales,142,3,5,5,,,,,,,,,"Kirby, Ditko",,
11065,1966,Apr,04/01/1966,143-04/01/1966,Marvel,Super-hero,NFS,Strange Tales,143,3,5,5,,,,,,,,,"Kirby, Ditko",,
11067,1966,June,06/01/1966,145-06/01/1966,Marvel,Super-hero,NFS,Strange Tales,145,3,5,5,,,,,,,,,"Kirby, Ditko",,
11068,1966,July,07/01/1966,146-07/01/1966,Marvel,Super-hero,NFS,Strange Tales,146,3,4,4,,,,,,,,,"Kirby, Ditko",,
11069,1966,Aug,08/01/1966,147-08/01/1966,Marvel,Super-hero,NFS,Strange Tales,147,3,5,5,,,,,,,,,"Kirby, Billy Elliot",,
11069,1966,Aug,08/01/1966,147-08/01/1966,Marvel,Super-hero,NFS,Strange Tales,147,3,5,5,,,,,,,,,"Kirby, Billy Elliot",,copy #2
11071,1966,Oct,10/01/1966,149-10/01/1966,Marvel,Super-hero,NFS,Strange Tales,149,3,4,4,,,,,,,,,"Kirby, Billy Elliot",,
11073,1966,Nov,11/01/1966,150-11/01/1966,Marvel,Super-hero,NFS,Strange Tales,150,3,3,3,,,,,,,,,"Kirby, Billy Elliot",,
11075,1967,Jan,01/01/1967,152-01/01/1967,Marvel,Super-hero,NFS,Strange Tales,152,3,2,2,,,,,,,,,"Kirby, Billy Elliot",,
22141,1962,Jan,01/01/1962,1-01/01/1962,Marvel,Super-hero,NFS,Strange Tales Annual,1,3,1,1.5,,,,,,,,,"Kirby, Ditko",,
22142,1963,Jun,06/01/1963,2-06/01/1963,Marvel,Super-hero,NFS,Strange Tales Annual,2,3,4,4.5,,,,,,,,,"Kirby, Ditko",,
17062,1968,May,05/01/1968,1-05/01/1968,Marvel,Super-hero,NFS,Sub-Mariner,1,3,1,1.5,,,,,,,,,John Buscema,,
17106,1968,Sep,09/01/1968,5-09/01/1968,Marvel,Super-hero,NFS,Sub-Mariner,5,3,1,1.5,,,,,,,,,John Buscema,,
#N/A,1973,Oct,10/01/1973,4-10/01/1973,DC,Fantasy,NFS,Sword of Sorcery,4,4,0,0.5,,,,,,,,,"Chaykin, Inc.",,
#N/A,1968,Oct,10/01/1968,1-10/01/1968,Marvel,Super-hero,NFS,Tales of Asgard,1,3,5,6,,,,,,,,,Jack Kirby,,
11281,1959,July,07/01/1959,4-07/01/1959,Marvel,Super-hero,NFS,Tales of Suspense,4,3,0,0.5,,,,,,,,,"Kirby, Ditko",,
11273,1962,Aug,08/01/1962,32-08/01/1962,Marvel,Super-hero,NFS,Tales of Suspense,32,3,0,0.5,,,,,,,,,Jack Kirby,,
11275,1962,Oct,10/01/1962,34-10/01/1962,Marvel,Super-hero,NFS,Tales of Suspense,34,3,3,3.5,,,,,,,,,"Kirby, Ditko",,
11282,1963,Apr,04/01/1963,40-04/01/1963,Marvel,Super-hero,NFS,Tales of Suspense,40,3,2,2.5,,,,,,,,,"Kirby, Ditko",,
11285,1963,July,07/01/1963,43-07/01/1963,Marvel,Super-hero,NFS,Tales of Suspense,43,3,6,7,,,,,,,,,"Kirby, Ditko",,
11287,1963,Sep,09/01/1963,45-09/01/1963,Marvel,Super-hero,NFS,Tales of Suspense,45,3,2,2,,,,,,,,,Don Heck,,
11289,1963,Nov,11/01/1963,47-11/01/1963,Marvel,Super-hero,NFS,Tales of Suspense,47,3,1,1,,,,,,,,,Don Heck,,
11290,1963,Dec,12/01/1963,48-12/01/1963,Marvel,Super-hero,NFS,Tales of Suspense,48,3,5,6,,,,,,,,,Steve Ditko,,
11291,1964,Jan,01/01/1964,49-01/01/1964,Marvel,Super-hero,NFS,Tales of Suspense,49,3,5,5,,,,,,,,,Ditko-Reinman,,
11293,1964,Feb,02/01/1964,50-02/01/1964,Marvel,Super-hero,NFS,Tales of Suspense,50,3,4,4.5,,,,,,,,,Don Heck,,
11294,1964,Mar,03/01/1964,51-03/01/1964,Marvel,Super-hero,NFS,Tales of Suspense,51,3,0,0.1,,,,,,,,,Don Heck,,
11295,1964,Apr,04/01/1964,52-04/01/1964,Marvel,Super-hero,NFS,Tales of Suspense,52,3,4,4,,,,,,,,,Don Heck,,
11296,1964,May,05/01/1964,53-05/01/1964,Marvel,Super-hero,NFS,Tales of Suspense,53,3,3,3.5,,,,,,,,,Don Heck,,
11297,1964,June,06/01/1964,54-06/01/1964,Marvel,Super-hero,NFS,Tales of Suspense,54,3,3,3,,,,,,,,,Don Heck,,
11298,1964,July,07/01/1964,55-07/01/1964,Marvel,Super-hero,NFS,Tales of Suspense,55,3,3,3.5,,,,,,,,,Don Heck,,
11299,1964,Aug,08/01/1964,56-08/01/1964,Marvel,Super-hero,NFS,Tales of Suspense,56,3,0,0.5,,,,,,,,,Don Heck,,
11300,1964,Sep,09/01/1964,57-09/01/1964,Marvel,Super-hero,NFS,Tales of Suspense,57,3,5,5,,,,,,,,,,,
11301,1964,Oct,10/01/1964,58-10/01/1964,Marvel,Super-hero,NFS,Tales of Suspense,58,3,5,6,,,,,,,,,Don Heck,,
11302,1964,Nov,11/01/1964,59-11/01/1964,Marvel,Super-hero,NFS,Tales of Suspense,59,A,7,7,4659391020,,,,,,,,,,
11304,1964,Dec,12/01/1964,60-12/01/1964,Marvel,Super-hero,NFS,Tales of Suspense,60,3,1,1.5,,,,,,,,,"Jack Kirby, Don Heck",,
11305,1965,Jan,01/01/1965,61-01/01/1965,Marvel,Super-hero,NFS,Tales of Suspense,61,3,5,5.5,,,,,,,,,Jack Kirby,,
11306,1965,Feb,02/01/1965,62-02/01/1965,Marvel,Super-hero,NFS,Tales of Suspense,62,3,5,6,,,,,,,,,Jack Kirby,,
11307,1965,March,03/01/1965,63-03/01/1965,Marvel,Super-hero,NFS,Tales of Suspense,63,A,7,7.5,,,,,,,,,,,
11308,1965,Apr,04/01/1965,64-04/01/1965,Marvel,Super-hero,NFS,Tales of Suspense,64,3,5,6,,,,,,,,,Jack Kirby,,
11309,1965,May,05/01/1965,65-05/01/1965,Marvel,Super-hero,NFS,Tales of Suspense,65,3,5,6,,,,,,,,,Jack Kirby,,
11311,1965,July,07/01/1965,67-07/01/1965,Marvel,Super-hero,NFS,Tales of Suspense,67,3,5,6,,,,,,,,,Jack Kirby,,
11316,1965,Nov,11/01/1965,71-11/01/1965,Marvel,Super-hero,NFS,Tales of Suspense,71,3,6,6.5,,,,,,,,,Jack Kirby,,
11317,1965,Dec,12/01/1965,72-12/01/1965,Marvel,Super-hero,NFS,Tales of Suspense,72,3,6,6.5,,,,,,,,,Jack Kirby,,
11318,1966,Jan,01/01/1966,73-01/01/1966,Marvel,Super-hero,NFS,Tales of Suspense,73,3,4,4.5,,,,,,,,,Jack Kirby,,
11319,1966,Feb,02/01/1966,74-02/01/1966,Marvel,Super-hero,NFS,Tales of Suspense,74,3,5,5,,,,,,,,,Adam Austin,,
11320,1966,Mar,03/01/1966,75-03/01/1966,Marvel,Super-hero,NFS,Tales of Suspense,75,3,5,5.5,,,,,,,,,Adam Austin,,
11321,1966,Apr,04/01/1966,76-04/01/1966,Marvel,Super-hero,NFS,Tales of Suspense,76,3,4,4.5,,,,,,,,,"Adam Austin, Johnny Romita",,
11322,1966,May,05/01/1966,77-05/01/1966,Marvel,Super-hero,NFS,Tales of Suspense,77,3,5,5,,,,,,,,,"Adam Austin, Johnny Romita",,
11324,1966,July,07/01/1966,79-07/01/1966,Marvel,Super-hero,NFS,Tales of Suspense,79,3,5,6,,,,,,,,,Jack Kirby,,
11328,1966,Oct,10/01/1966,82-10/01/1966,Marvel,Super-hero,NFS,Tales of Suspense,82,3,5,5,,,,,,,,,Jack Kirby,,
11329,1966,Nov,11/01/1966,83-11/01/1966,Marvel,Super-hero,NFS,Tales of Suspense,83,3,4,4,,,,,,,,,Jack Kirby,,
11331,1967,Jan,01/01/1967,85-01/01/1967,Marvel,Super-hero,NFS,Tales of Suspense,85,3,3,3.5,,,,,,,,,Jack Kirby,,
11389,1963,Aug,08/01/1963,46-08/01/1963,Marvel,Super-hero,NFS,Tales to Astonish,46,3,2,2,,,,,,,,,Don Heck,,
